"","UR","State","year","rpci","rtw","dem_leg","rep_leg","bi_leg"
"1340",6.3,"Mississippi",1999,20709,1,1,0,0
"1341",5.7,"Mississippi",1998,20174,1,1,0,0
"1342",5.4,"Mississippi",1997,19221,1,1,0,0
"1343",5.9,"Mississippi",1996,18386,1,1,0,0
"1344",5.3,"Mississippi",1995,17488,1,1,0,0
"1345",6.5,"Mississippi",1994,16737,1,1,0,0
"1346",7.6,"Mississippi",1993,15667,1,1,0,0
"1347",9.3,"Mississippi",1992,14888,1,1,0,0
"1348",8.3,"Mississippi",1991,13964,1,1,0,0
"1349",8,"Mississippi",1990,13356,1,1,0,0
"1350",8,"Mississippi",1989,12717,1,1,0,0
"1351",7.7,"Mississippi",1988,11744,1,1,0,0
"1352",9.1,"Mississippi",1987,10942,1,1,0,0
"1353",9.5,"Mississippi",1986,10326,1,1,0,0
"1354",9.5,"Mississippi",1985,9976,1,1,0,0
"1355",9.7,"Mississippi",1984,9514,1,1,0,0
"1356",10.1,"Mississippi",1983,8744,1,1,0,0
"1357",10.7,"Mississippi",1982,8395,1,1,0,0
"1358",11.2,"Mississippi",1981,8008,1,1,0,0
"1359",16,"Mississippi",1980,7166,1,1,0,0
"1360",14.7,"Mississippi",1979,6633,1,1,0,0
"1361",13,"Mississippi",1978,5917,1,1,0,0
"1362",12.9,"Mississippi",1977,5375,1,0,0,0
"1363",13.2,"Mississippi",1976,4887,1,0,0,0
"1364",13.8,"Mississippi",1975,4360,1,0,0,0
"1365",15.4,"Mississippi",1974,4056,1,0,0,0
"1366",15.5,"Mississippi",1973,3736,1,0,0,0
"1367",14.1,"Mississippi",1972,3327,1,0,0,0
"1368",14.6,"Mississippi",1971,2974,1,0,0,0
"1369",15,"Mississippi",1970,2736,1,0,0,0
"1370",15.4,"Mississippi",1969,2496,1,0,0,0
"1371",15.8,"Mississippi",1968,2250,1,0,0,0
"1372",14.9,"Mississippi",1967,2048,1,0,0,0
"1373",14,"Mississippi",1966,1879,1,0,0,0
"1374",14.7,"Mississippi",1965,1722,1,0,0,0
"1375",15.4,"Mississippi",1964,1590,1,0,0,0
"1376",9.5,"Missouri",2018,47230,0,0,1,0
"1377",8.7,"Missouri",2017,45376,0,0,1,0
"1378",9.7,"Missouri",2016,44410,0,0,1,0
"1379",8.9,"Missouri",2015,43322,0,0,1,0
"1380",8.4,"Missouri",2014,41963,0,0,1,0
"1381",8.7,"Missouri",2013,40569,0,0,1,0
"1382",9,"Missouri",2012,40317,0,0,1,0
"1383",10.9,"Missouri",2011,38533,0,0,1,0
"1384",10,"Missouri",2010,37118,0,0,1,0
"1385",9.5,"Missouri",2009,36385,0,0,1,0
"1386",11.3,"Missouri",2008,37312,0,0,1,0
"1387",10.7,"Missouri",2007,35502,0,0,1,0
"1388",10.9,"Missouri",2006,34119,0,0,1,0
"1389",11.5,"Missouri",2005,32467,0,0,1,0
"1390",12.4,"Missouri",2004,31510,0,0,1,0
"1391",13.3,"Missouri",2003,30085,0,0,1,0
"1392",13.3,"Missouri",2002,29168,0,0,1,0
"1393",13.6,"Missouri",2001,28690,0,0,0,1
"1394",13.3,"Missouri",2000,27941,0,0,0,1
"1395",14.5,"Missouri",1999,26342,0,1,0,0
"1396",13.9,"Missouri",1998,25540,0,1,0,0
"1397",14.7,"Missouri",1997,24507,0,1,0,0
"1398",15.4,"Missouri",1996,23321,0,1,0,0
"1399",14.7,"Missouri",1995,22236,0,1,0,0
"1400",14.9,"Missouri",1994,21296,0,1,0,0
"1401",14.4,"Missouri",1993,20265,0,1,0,0
"1402",13.9,"Missouri",1992,19578,0,1,0,0
"1403",14.3,"Missouri",1991,18559,0,1,0,0
"1404",13.9,"Missouri",1990,17920,0,1,0,0
"1405",15.7,"Missouri",1989,17277,0,1,0,0
"1406",16.9,"Missouri",1988,16162,0,1,0,0
"1407",17.9,"Missouri",1987,15296,0,1,0,0
"1408",19,"Missouri",1986,14616,0,1,0,0
"1409",18.9,"Missouri",1985,13948,0,1,0,0
"1410",20,"Missouri",1984,13103,0,1,0,0
"1411",21.1,"Missouri",1983,11885,0,1,0,0
"1412",20.8,"Missouri",1982,11174,0,1,0,0
"1413",20.5,"Missouri",1981,10445,0,1,0,0
"1414",24.6,"Missouri",1980,9370,0,1,0,0
"1415",23.1,"Missouri",1979,8695,0,1,0,0
"1416",20.1,"Missouri",1978,7828,0,1,0,0
"1417",22.2,"Missouri",1977,7070,0,0,0,0
"1418",23.4,"Missouri",1976,6409,0,0,0,0
"1419",22,"Missouri",1975,5883,0,0,0,0
"1420",23.7,"Missouri",1974,5386,0,0,0,0
"1421",25,"Missouri",1973,5045,0,0,0,0
"1422",23.2,"Missouri",1972,4562,0,0,0,0
"1423",24.4,"Missouri",1971,4222,0,0,0,0
"1424",25.5,"Missouri",1970,3945,0,0,0,0
"1425",25.6,"Missouri",1969,3645,0,0,0,0
"1426",25.7,"Missouri",1968,3492,0,0,0,0
"1427",25.5,"Missouri",1967,3174,0,0,0,0
"1428",25.3,"Missouri",1966,2993,0,0,0,0
"1429",26.2,"Missouri",1965,2828,0,0,0,0
"1430",27.1,"Missouri",1964,2616,0,0,0,0
"1431",12,"Montana",2018,47808,0,0,1,0
"1432",12.1,"Montana",2017,46101,0,0,1,0
"1433",12,"Montana",2016,44063,0,0,1,0
"1434",12.4,"Montana",2015,43941,0,0,1,0
"1435",12.8,"Montana",2014,42494,0,0,1,0
"1436",13.3,"Montana",2013,40674,0,0,1,0
"1437",14.3,"Montana",2012,40701,0,0,1,0
"1438",13.2,"Montana",2011,38558,0,0,0,1
"1439",13.1,"Montana",2010,36393,0,0,0,1
"1440",14.4,"Montana",2009,34689,0,0,0,1
"1441",12.3,"Montana",2008,35792,0,0,0,1
"1442",13.7,"Montana",2007,34183,0,0,0,1
"1443",12.7,"Montana",2006,32193,0,0,0,1
"1444",11,"Montana",2005,30074,0,0,0,1
"1445",12.2,"Montana",2004,28131,0,0,0,1
"1446",14.5,"Montana",2003,26125,0,0,1,0
"1447",14.5,"Montana",2002,24554,0,0,1,0
"1448",13.5,"Montana",2001,23996,0,0,1,0
"1449",14.3,"Montana",2000,23081,0,0,1,0
"1450",15.9,"Montana",1999,21794,0,0,1,0
"1451",14.4,"Montana",1998,21461,0,0,1,0
"1452",14.5,"Montana",1997,20159,0,0,1,0
"1453",16.2,"Montana",1996,19411,0,0,1,0
"1454",16.1,"Montana",1995,18728,0,0,1,0
"1455",19.2,"Montana",1994,18095,0,0,1,0
"1456",19.3,"Montana",1993,17950,0,0,0,1
"1457",19.4,"Montana",1992,16971,0,0,0,1
"1458",17.8,"Montana",1991,16298,0,0,0,1
"1459",18.7,"Montana",1990,15469,0,0,0,1
"1460",18.3,"Montana",1989,14726,0,0,0,1
"1461",18.4,"Montana",1988,13356,0,0,0,1
"1462",18.3,"Montana",1987,12916,0,0,0,1
"1463",18.6,"Montana",1986,12443,0,0,0,1
"1464",20.2,"Montana",1985,11843,0,0,0,1
"1465",18.6,"Montana",1984,11698,0,0,0,1
"1466",18.9,"Montana",1983,11151,0,0,0,1
"1467",22.5,"Montana",1982,10741,0,0,0,1
"1468",26.1,"Montana",1981,10303,0,0,1,0
"1469",27.4,"Montana",1980,9142,0,0,1,0
"1470",24.2,"Montana",1979,8298,0,1,0,0
"1471",26.5,"Montana",1978,7768,0,1,0,0
"1472",25.5,"Montana",1977,6739,0,0,0,0
"1473",25.1,"Montana",1976,6337,0,0,0,0
"1474",22.4,"Montana",1975,5978,0,0,0,0
"1475",26.5,"Montana",1974,5521,0,0,0,0
"1476",29.5,"Montana",1973,5149,0,0,0,0
"1477",31.6,"Montana",1972,4492,0,0,0,0
"1478",31.6,"Montana",1971,3920,0,0,0,0
"1479",31.6,"Montana",1970,3735,0,0,0,0
"1480",32.4,"Montana",1969,3387,0,0,0,0
"1481",33.2,"Montana",1968,3040,0,0,0,0
"1482",34.5,"Montana",1967,2895,0,0,0,0
"1483",35.8,"Montana",1966,2814,0,0,0,0
"1484",36.6,"Montana",1965,2629,0,0,0,0
"1485",37.4,"Montana",1964,2447,0,0,0,0
"1486",6.6,"Nebraska",2018,52023,1,0,0,0
"1487",8.4,"Nebraska",2017,50204,1,0,0,0
"1488",7.5,"Nebraska",2016,49360,1,0,0,0
"1489",7.9,"Nebraska",2015,50556,1,0,0,0
"1490",7.5,"Nebraska",2014,48957,1,0,0,0
"1491",7.4,"Nebraska",2013,46653,1,0,0,0
"1492",6.1,"Nebraska",2012,46670,1,0,0,0
"1493",8.1,"Nebraska",2011,45674,1,0,0,0
"1494",9.4,"Nebraska",2010,41248,1,0,0,0
"1495",9.3,"Nebraska",2009,39535,1,0,0,0
"1496",8.5,"Nebraska",2008,40535,1,0,0,0
"1497",7.9,"Nebraska",2007,38531,1,0,0,0
"1498",8.1,"Nebraska",2006,36019,1,0,0,0
"1499",8.4,"Nebraska",2005,34666,1,0,0,0
"1500",8.5,"Nebraska",2004,33627,1,0,0,0
"1501",8,"Nebraska",2003,32348,1,0,0,0
"1502",8.2,"Nebraska",2002,30599,1,0,0,0
"1503",8.1,"Nebraska",2001,30275,1,0,0,0
"1504",8.6,"Nebraska",2000,29039,1,0,0,0
"1505",8.9,"Nebraska",1999,27545,1,0,0,0
"1506",10.6,"Nebraska",1998,26421,1,0,0,0
"1507",9.6,"Nebraska",1997,24915,1,0,0,0
"1508",8.8,"Nebraska",1996,24371,1,0,0,0
"1509",9.4,"Nebraska",1995,22593,1,0,0,0
"1510",11,"Nebraska",1994,21617,1,0,0,0
"1511",11.1,"Nebraska",1993,20478,1,0,0,0
"1512",11,"Nebraska",1992,19984,1,0,0,0
"1513",11,"Nebraska",1991,18989,1,0,0,0
"1514",11.3,"Nebraska",1990,18487,1,0,0,0
"1515",12.3,"Nebraska",1989,17338,1,0,0,0
"1516",12,"Nebraska",1988,16371,1,0,0,0
"1517",11.5,"Nebraska",1987,15362,1,0,0,0
"1518",11.6,"Nebraska",1986,14609,1,0,0,0
"1519",13.1,"Nebraska",1985,14103,1,0,0,0
"1520",14,"Nebraska",1984,13354,1,0,0,0
"1521",14,"Nebraska",1983,12022,1,0,0,0
"1522",17.5,"Nebraska",1982,11646,1,0,0,0
"1523",21,"Nebraska",1981,10859,1,0,0,0
"1524",17,"Nebraska",1980,9386,1,0,0,0
"1525",17.8,"Nebraska",1979,8843,1,0,0,0
"1526",15.9,"Nebraska",1978,8208,1,0,0,0
"1527",18.3,"Nebraska",1977,7123,1,0,0,0
"1528",19,"Nebraska",1976,6597,1,0,0,0
"1529",17.9,"Nebraska",1975,6336,1,0,0,0
"1530",19.3,"Nebraska",1974,5570,1,0,0,0
"1531",20.3,"Nebraska",1973,5382,1,0,0,0
"1532",20.2,"Nebraska",1972,4645,1,0,0,0
"1533",20.8,"Nebraska",1971,4234,1,0,0,0
"1534",21.3,"Nebraska",1970,3897,1,0,0,0
"1535",21,"Nebraska",1969,3649,1,0,0,0
"1536",20.7,"Nebraska",1968,3282,1,0,0,0
"1537",21.6,"Nebraska",1967,3097,1,0,0,0
"1538",22.5,"Nebraska",1966,2995,1,0,0,0
"1539",22.7,"Nebraska",1965,2761,1,0,0,0
"1540",23,"Nebraska",1964,2491,1,0,0,0
"1541",14,"Nevada",2018,49737,1,1,0,0
"1542",12.8,"Nevada",2017,47542,1,1,0,0
"1543",12.1,"Nevada",2016,45450,1,1,0,0
"1544",14.3,"Nevada",2015,44493,1,1,0,0
"1545",14.5,"Nevada",2014,41773,1,1,0,0
"1546",14.7,"Nevada",2013,39664,1,1,0,0
"1547",14.8,"Nevada",2012,39909,1,1,0,0
"1548",14.7,"Nevada",2011,38777,1,1,0,0
"1549",15,"Nevada",2010,37494,1,1,0,0
"1550",15.8,"Nevada",2009,36231,1,1,0,0
"1551",16.7,"Nevada",2008,38836,1,1,0,0
"1552",15.4,"Nevada",2007,40212,1,0,0,1
"1553",14.9,"Nevada",2006,39767,1,0,0,1
"1554",13.9,"Nevada",2005,38109,1,0,0,1
"1555",12.5,"Nevada",2004,35232,1,0,0,1
"1556",14.4,"Nevada",2003,33121,1,0,0,1
"1557",15.4,"Nevada",2002,32130,1,0,0,1
"1558",16.9,"Nevada",2001,32461,1,0,0,1
"1559",17.3,"Nevada",2000,31986,1,0,0,1
"1560",19.7,"Nevada",1999,30405,1,0,0,1
"1561",17.2,"Nevada",1998,29314,1,0,0,1
"1562",19.4,"Nevada",1997,27534,1,0,0,1
"1563",20.5,"Nevada",1996,26667,1,0,0,1
"1564",20.3,"Nevada",1995,25379,1,0,0,1
"1565",18.5,"Nevada",1994,24335,1,0,0,1
"1566",17.8,"Nevada",1993,23360,1,0,0,1
"1567",19,"Nevada",1992,22554,1,0,0,1
"1568",18.4,"Nevada",1991,21228,1,0,0,1
"1569",16.5,"Nevada",1990,20516,1,0,0,1
"1570",18.4,"Nevada",1989,19653,1,0,0,1
"1571",18.1,"Nevada",1988,18458,1,0,0,1
"1572",18.4,"Nevada",1987,17075,1,0,0,1
"1573",18.8,"Nevada",1986,16305,1,0,0,1
"1574",21.8,"Nevada",1985,15561,1,0,0,1
"1575",23.9,"Nevada",1984,14760,1,0,0,1
"1576",22.7,"Nevada",1983,13892,1,1,0,0
"1577",25.6,"Nevada",1982,13343,1,1,0,0
"1578",28.5,"Nevada",1981,12991,1,1,0,0
"1579",26.5,"Nevada",1980,11951,1,1,0,0
"1580",26.2,"Nevada",1979,10945,1,1,0,0
"1581",23.5,"Nevada",1978,10045,1,1,0,0
"1582",28.2,"Nevada",1977,8815,1,0,0,0
"1583",25.7,"Nevada",1976,7994,1,0,0,0
"1584",23,"Nevada",1975,7331,1,0,0,0
"1585",27.2,"Nevada",1974,6746,1,0,0,0
"1586",30.3,"Nevada",1973,6381,1,0,0,0
"1587",33.8,"Nevada",1972,5847,1,0,0,0
"1588",33.4,"Nevada",1971,5501,1,0,0,0
"1589",33,"Nevada",1970,5191,1,0,0,0
"1590",31.4,"Nevada",1969,4747,1,0,0,0
"1591",29.7,"Nevada",1968,4340,1,0,0,0
"1592",29.9,"Nevada",1967,3857,1,0,0,0
"1593",30,"Nevada",1966,3656,1,0,0,0
"1594",31.7,"Nevada",1965,3480,1,0,0,0
"1595",33.3,"Nevada",1964,3388,1,0,0,0
"1596",10.2,"New Hampshire",2018,0,0,0,0,1
"1597",11.3,"New Hampshire",2017,0,0,0,0,1
"1598",9.5,"New Hampshire",2016,0,0,0,0,1
"1599",9.7,"New Hampshire",2015,0,0,0,0,1
"1600",10,"New Hampshire",2014,0,0,0,0,1
"1601",9.6,"New Hampshire",2013,0,0,0,1,0
"1602",10.5,"New Hampshire",2012,0,0,0,1,0
"1603",11.2,"New Hampshire",2011,0,0,1,0,0
"1604",10.2,"New Hampshire",2010,0,0,1,0,0
"1605",10.9,"New Hampshire",2009,0,0,1,0,0
"1606",10.6,"New Hampshire",2008,0,0,1,0,0
"1607",9.7,"New Hampshire",2007,0,0,1,0,0
"1608",10.2,"New Hampshire",2006,0,0,1,0,0
"1609",10.4,"New Hampshire",2005,0,0,0,1,0
"1610",9.9,"New Hampshire",2004,0,0,0,1,0
"1611",9.4,"New Hampshire",2003,0,0,0,1,0
"1612",9.9,"New Hampshire",2002,0,0,0,1,0
"1613",9.7,"New Hampshire",2001,0,0,0,1,0
"1614",10.5,"New Hampshire",2000,0,0,0,1,0
"1615",10.8,"New Hampshire",1999,0,0,0,0,1
"1616",11.1,"New Hampshire",1998,0,0,0,0,1
"1617",10.3,"New Hampshire",1997,0,0,0,1,0
"1618",11.3,"New Hampshire",1996,0,0,0,1,0
"1619",12.7,"New Hampshire",1995,0,0,0,1,0
"1620",10.8,"New Hampshire",1994,0,0,0,1,0
"1621",8.4,"New Hampshire",1993,0,0,0,1,0
"1622",9.8,"New Hampshire",1992,0,0,0,1,0
"1623",11.7,"New Hampshire",1991,0,0,0,1,0
"1624",11.6,"New Hampshire",1990,0,0,0,1,0
"1625",11.6,"New Hampshire",1989,0,0,0,1,0
"1626",10.3,"New Hampshire",1988,0,0,0,1,0
"1627",10,"New Hampshire",1987,0,0,0,1,0
"1628",11.1,"New Hampshire",1986,0,0,0,1,0
"1629",10.8,"New Hampshire",1985,0,0,0,1,0
"1630",10.4,"New Hampshire",1984,0,0,0,1,0
"1631",11.5,"New Hampshire",1983,0,0,0,1,0
"1632",15.5,"New Hampshire",1982,0,0,0,1,0
"1633",19.4,"New Hampshire",1981,0,0,0,1,0
"1634",16.2,"New Hampshire",1980,0,0,0,1,0
"1635",13.4,"New Hampshire",1979,0,0,0,0,1
"1636",16.1,"New Hampshire",1978,0,0,0,0,1
"1637",17.1,"New Hampshire",1977,0,0,0,0,0
"1638",18.2,"New Hampshire",1976,0,0,0,0,0
"1639",20.4,"New Hampshire",1975,0,0,0,0,0
"1640",16.7,"New Hampshire",1974,0,0,0,0,0
"1641",17,"New Hampshire",1973,0,0,0,0,0
"1642",20.4,"New Hampshire",1972,0,0,0,0,0
"1643",20.7,"New Hampshire",1971,0,0,0,0,0
"1644",20.9,"New Hampshire",1970,0,0,0,0,0
"1645",20.8,"New Hampshire",1969,0,0,0,0,0
"1646",20.7,"New Hampshire",1968,0,0,0,0,0
"1647",21.8,"New Hampshire",1967,0,0,0,0,0
"1648",23,"New Hampshire",1966,0,0,0,0,0
"1649",23.6,"New Hampshire",1965,0,0,0,0,0
"1650",24.3,"New Hampshire",1964,0,0,0,0,0
"1651",14.9,"New Jersey",2018,0,0,1,0,0
"1652",16.2,"New Jersey",2017,0,0,1,0,0
"1653",16.1,"New Jersey",2016,0,0,1,0,0
"1654",15.4,"New Jersey",2015,0,0,1,0,0
"1655",16.5,"New Jersey",2014,0,0,1,0,0
"1656",16,"New Jersey",2013,0,0,1,0,0
"1657",16.1,"New Jersey",2012,0,0,1,0,0
"1658",16.2,"New Jersey",2011,0,0,1,0,0
"1659",17.1,"New Jersey",2010,0,0,1,0,0
"1660",19.3,"New Jersey",2009,0,0,1,0,0
"1661",18.4,"New Jersey",2008,0,0,1,0,0
"1662",19.2,"New Jersey",2007,0,0,1,0,0
"1663",20.2,"New Jersey",2006,0,0,1,0,0
"1664",20.5,"New Jersey",2005,0,0,1,0,0
"1665",19.8,"New Jersey",2004,0,0,1,0,0
"1666",19.6,"New Jersey",2003,0,0,0,0,1
"1667",19.9,"New Jersey",2002,0,0,0,0,1
"1668",19.6,"New Jersey",2001,0,0,0,1,0
"1669",20.9,"New Jersey",2000,0,0,0,1,0
"1670",20.7,"New Jersey",1999,0,0,0,1,0
"1671",22.2,"New Jersey",1998,0,0,0,1,0
"1672",22,"New Jersey",1997,0,0,0,1,0
"1673",22,"New Jersey",1996,0,0,0,1,0
"1674",22.1,"New Jersey",1995,0,0,0,1,0
"1675",23.2,"New Jersey",1994,0,0,0,1,0
"1676",22.3,"New Jersey",1993,0,0,0,1,0
"1677",23.1,"New Jersey",1992,0,0,0,1,0
"1678",24.4,"New Jersey",1991,0,0,1,0,0
"1679",24.3,"New Jersey",1990,0,0,1,0,0
"1680",23.3,"New Jersey",1989,0,0,1,0,0
"1681",24,"New Jersey",1988,0,0,1,0,0
"1682",24.2,"New Jersey",1987,0,0,0,0,1
"1683",23.4,"New Jersey",1986,0,0,0,0,1
"1684",25,"New Jersey",1985,0,0,0,0,1
"1685",25,"New Jersey",1984,0,0,0,0,1
"1686",27,"New Jersey",1983,0,0,1,0,0
"1687",26,"New Jersey",1982,0,0,1,0,0
"1688",25,"New Jersey",1981,0,0,1,0,0
"1689",30.8,"New Jersey",1980,0,0,1,0,0
"1690",28.9,"New Jersey",1979,0,0,1,0,0
"1691",27.2,"New Jersey",1978,0,0,1,0,0
"1692",31.9,"New Jersey",1977,0,0,0,0,0
"1693",32.3,"New Jersey",1976,0,0,0,0,0
"1694",31.3,"New Jersey",1975,0,0,0,0,0
"1695",33.7,"New Jersey",1974,0,0,0,0,0
"1696",34.9,"New Jersey",1973,0,0,0,0,0
"1697",35.3,"New Jersey",1972,0,0,0,0,0
"1698",35.6,"New Jersey",1971,0,0,0,0,0
"1699",35.8,"New Jersey",1970,0,0,0,0,0
"1700",35.9,"New Jersey",1969,0,0,0,0,0
"1701",36.1,"New Jersey",1968,0,0,0,0,0
"1702",36.9,"New Jersey",1967,0,0,0,0,0
"1703",37.8,"New Jersey",1966,0,0,0,0,0
"1704",38.6,"New Jersey",1965,0,0,0,0,0
"1705",39.4,"New Jersey",1964,0,0,0,0,0
"1706",6.7,"New Mexico",2018,0,0,1,0,0
"1707",6.8,"New Mexico",2017,0,0,1,0,0
"1708",6.4,"New Mexico",2016,0,0,1,0,0
"1709",6.3,"New Mexico",2015,0,0,1,0,0
"1710",5.8,"New Mexico",2014,0,0,1,0,0
"1711",6.2,"New Mexico",2013,0,0,1,0,0
"1712",6.5,"New Mexico",2012,0,0,1,0,0
"1713",6.8,"New Mexico",2011,0,0,1,0,0
"1714",7.4,"New Mexico",2010,0,0,1,0,0
"1715",6.7,"New Mexico",2009,0,0,1,0,0
"1716",7.3,"New Mexico",2008,0,0,1,0,0
"1717",7.7,"New Mexico",2007,0,0,1,0,0
"1718",8,"New Mexico",2006,0,0,1,0,0
"1719",8.2,"New Mexico",2005,0,0,1,0,0
"1720",6.8,"New Mexico",2004,0,0,1,0,0
"1721",7.9,"New Mexico",2003,0,0,1,0,0
"1722",7,"New Mexico",2002,0,0,1,0,0
"1723",8.1,"New Mexico",2001,0,0,1,0,0
"1724",8.3,"New Mexico",2000,0,0,1,0,0
"1725",10.1,"New Mexico",1999,0,0,1,0,0
"1726",9.7,"New Mexico",1998,0,0,1,0,0
"1727",8.6,"New Mexico",1997,0,0,1,0,0
"1728",8.6,"New Mexico",1996,0,0,1,0,0
"1729",9.5,"New Mexico",1995,0,0,1,0,0
"1730",9.4,"New Mexico",1994,0,0,1,0,0
"1731",8.1,"New Mexico",1993,0,0,1,0,0
"1732",9,"New Mexico",1992,0,0,1,0,0
"1733",9,"New Mexico",1991,0,0,1,0,0
"1734",7.1,"New Mexico",1990,0,0,1,0,0
"1735",7.9,"New Mexico",1989,0,0,1,0,0
"1736",8.6,"New Mexico",1988,0,0,1,0,0
"1737",8.8,"New Mexico",1987,0,0,0,0,1
"1738",9.7,"New Mexico",1986,0,0,0,0,1
"1739",10.3,"New Mexico",1985,0,0,0,0,1
"1740",9.8,"New Mexico",1984,0,0,0,0,1
"1741",12,"New Mexico",1983,0,0,1,0,0
"1742",15.5,"New Mexico",1982,0,0,1,0,0
"1743",19,"New Mexico",1981,0,0,1,0,0
"1744",14.6,"New Mexico",1980,0,0,1,0,0
"1745",15.6,"New Mexico",1979,0,0,1,0,0
"1746",13.5,"New Mexico",1978,0,0,1,0,0
"1747",13.5,"New Mexico",1977,0,0,0,0,0
"1748",14.7,"New Mexico",1976,0,0,0,0,0
"1749",13.1,"New Mexico",1975,0,0,0,0,0
"1750",15.5,"New Mexico",1974,0,0,0,0,0
"1751",17.3,"New Mexico",1973,0,0,0,0,0
"1752",12.9,"New Mexico",1972,0,0,0,0,0
"1753",13.6,"New Mexico",1971,0,0,0,0,0
"1754",14.3,"New Mexico",1970,0,0,0,0,0
"1755",13.6,"New Mexico",1969,0,0,0,0,0
"1756",13,"New Mexico",1968,0,0,0,0,0
"1757",14.2,"New Mexico",1967,0,0,0,0,0
"1758",15.3,"New Mexico",1966,0,0,0,0,0
"1759",14.7,"New Mexico",1965,0,0,0,0,0
"1760",14.1,"New Mexico",1964,0,0,0,0,0
"1761",22.4,"New York",2018,0,0,0,0,0
"1762",23.8,"New York",2017,0,0,0,0,0
"1763",23.7,"New York",2016,0,0,0,0,0
"1764",24.7,"New York",2015,0,0,0,0,0
"1765",24.6,"New York",2014,0,0,0,0,0
"1766",24.4,"New York",2013,0,0,0,0,1
"1767",23.2,"New York",2012,0,0,0,0,1
"1768",24.1,"New York",2011,0,0,1,0,0
"1769",24.3,"New York",2010,0,0,1,0,0
"1770",25.2,"New York",2009,0,0,1,0,0
"1771",24.9,"New York",2008,0,0,1,0,0
"1772",25.3,"New York",2007,0,0,0,0,1
"1773",24.5,"New York",2006,0,0,0,0,1
"1774",26.2,"New York",2005,0,0,0,0,1
"1775",25.3,"New York",2004,0,0,0,0,1
"1776",24.7,"New York",2003,0,0,0,0,1
"1777",25.8,"New York",2002,0,0,0,0,1
"1778",26.9,"New York",2001,0,0,0,0,1
"1779",25.7,"New York",2000,0,0,0,0,1
"1780",25.5,"New York",1999,0,0,0,0,1
"1781",25.5,"New York",1998,0,0,0,0,1
"1782",26.5,"New York",1997,0,0,0,0,1
"1783",27,"New York",1996,0,0,0,0,1
"1784",27.9,"New York",1995,0,0,0,0,1
"1785",29,"New York",1994,0,0,0,0,1
"1786",29,"New York",1993,0,0,0,0,1
"1787",27.9,"New York",1992,0,0,0,0,1
"1788",29.4,"New York",1991,0,0,0,0,1
"1789",28.4,"New York",1990,0,0,0,0,1
"1790",28.1,"New York",1989,0,0,0,0,1
"1791",28.3,"New York",1988,0,0,0,0,1
"1792",29.6,"New York",1987,0,0,0,0,1
"1793",30,"New York",1986,0,0,0,0,1
"1794",30.3,"New York",1985,0,0,0,0,1
"1795",32.3,"New York",1984,0,0,0,0,1
"1796",32.8,"New York",1983,0,0,0,0,1
"1797",31.1,"New York",1982,0,0,0,0,1
"1798",29.4,"New York",1981,0,0,0,0,1
"1799",33.5,"New York",1980,0,0,0,0,1
"1800",35,"New York",1979,0,0,0,0,1
"1801",34,"New York",1978,0,0,0,0,1
"1802",34.6,"New York",1977,0,0,0,0,0
"1803",36.4,"New York",1976,0,0,0,0,0
"1804",35.9,"New York",1975,0,0,0,0,0
"1805",35.1,"New York",1974,0,0,0,0,0
"1806",37,"New York",1973,0,0,0,0,0
"1807",33.3,"New York",1972,0,0,0,0,0
"1808",33.1,"New York",1971,0,0,0,0,0
"1809",32.9,"New York",1970,0,0,0,0,0
"1810",33.2,"New York",1969,0,0,0,0,0
"1811",33.5,"New York",1968,0,0,0,0,0
"1812",34,"New York",1967,0,0,0,0,0
"1813",34.5,"New York",1966,0,0,0,0,0
"1814",35,"New York",1965,0,0,0,0,0
"1815",35.5,"New York",1964,0,0,0,0,0
"1816",2.7,"North Carolina",2018,0,1,0,1,0
"1817",3.4,"North Carolina",2017,0,1,0,1,0
"1818",3.1,"North Carolina",2016,0,1,0,1,0
"1819",3.1,"North Carolina",2015,0,1,0,1,0
"1820",2,"North Carolina",2014,0,1,0,1,0
"1821",3,"North Carolina",2013,0,1,0,1,0
"1822",2.9,"North Carolina",2012,0,1,0,1,0
"1823",2.9,"North Carolina",2011,0,1,1,0,0
"1824",3.2,"North Carolina",2010,0,1,1,0,0
"1825",3.1,"North Carolina",2009,0,1,1,0,0
"1826",3.5,"North Carolina",2008,0,1,1,0,0
"1827",3,"North Carolina",2007,0,1,1,0,0
"1828",3.3,"North Carolina",2006,0,1,1,0,0
"1829",3,"North Carolina",2005,0,1,1,0,0
"1830",2.8,"North Carolina",2004,0,1,1,0,0
"1831",3.1,"North Carolina",2003,0,1,0,0,1
"1832",3.5,"North Carolina",2002,0,1,0,0,1
"1833",3.7,"North Carolina",2001,0,1,1,0,0
"1834",3.7,"North Carolina",2000,0,1,1,0,0
"1835",3.3,"North Carolina",1999,0,1,1,0,0
"1836",4.3,"North Carolina",1998,0,1,1,0,0
"1837",3.8,"North Carolina",1997,0,1,1,0,0
"1838",4.2,"North Carolina",1996,0,1,1,0,0
"1839",4.3,"North Carolina",1995,0,1,1,0,0
"1840",5.2,"North Carolina",1994,0,1,1,0,0
"1841",5.7,"North Carolina",1993,0,1,1,0,0
"1842",4.9,"North Carolina",1992,0,1,1,0,0
"1843",5.3,"North Carolina",1991,0,1,1,0,0
"1844",5.3,"North Carolina",1990,0,1,1,0,0
"1845",5.6,"North Carolina",1989,0,1,1,0,0
