"","UR","State","year","rpci","rtw","dem_leg","rep_leg","bi_leg"
"2335",12,"Tennessee",1994,20357,1,1,0,0
"2336",11.2,"Tennessee",1993,19482,1,1,0,0
"2337",10.6,"Tennessee",1992,18625,1,1,0,0
"2338",11.1,"Tennessee",1991,17318,1,1,0,0
"2339",11.9,"Tennessee",1990,16709,1,1,0,0
"2340",11.8,"Tennessee",1989,15847,1,1,0,0
"2341",12.4,"Tennessee",1988,14857,1,1,0,0
"2342",12.3,"Tennessee",1987,13787,1,1,0,0
"2343",13.9,"Tennessee",1986,12918,1,1,0,0
"2344",13.3,"Tennessee",1985,12132,1,1,0,0
"2345",13.5,"Tennessee",1984,11411,1,1,0,0
"2346",15.3,"Tennessee",1983,10313,1,1,0,0
"2347",16.4,"Tennessee",1982,9696,1,1,0,0
"2348",17.6,"Tennessee",1981,9159,1,1,0,0
"2349",21.4,"Tennessee",1980,8277,1,1,0,0
"2350",21.4,"Tennessee",1979,7620,1,1,0,0
"2351",23.4,"Tennessee",1978,6943,1,1,0,0
"2352",18.3,"Tennessee",1977,6174,1,0,0,0
"2353",19.2,"Tennessee",1976,5664,1,0,0,0
"2354",19.6,"Tennessee",1975,5138,1,0,0,0
"2355",20.7,"Tennessee",1974,4778,1,0,0,0
"2356",18.8,"Tennessee",1973,4384,1,0,0,0
"2357",21.2,"Tennessee",1972,3906,1,0,0,0
"2358",22.5,"Tennessee",1971,3538,1,0,0,0
"2359",23.8,"Tennessee",1970,3264,1,0,0,0
"2360",23.1,"Tennessee",1969,3032,1,0,0,0
"2361",22.5,"Tennessee",1968,2809,1,0,0,0
"2362",22.1,"Tennessee",1967,2532,1,0,0,0
"2363",21.8,"Tennessee",1966,2387,1,0,0,0
"2364",22,"Tennessee",1965,2182,1,0,0,0
"2365",22.1,"Tennessee",1964,2016,1,0,0,0
"2366",4.3,"Texas",2018,52019,1,0,1,0
"2367",4.7,"Texas",2017,49227,1,0,1,0
"2368",4,"Texas",2016,46586,1,0,1,0
"2369",4.5,"Texas",2015,47465,1,0,1,0
"2370",4.9,"Texas",2014,47370,1,0,1,0
"2371",4.8,"Texas",2013,44816,1,0,1,0
"2372",5.7,"Texas",2012,44241,1,0,1,0
"2373",5.3,"Texas",2011,42037,1,0,1,0
"2374",5.5,"Texas",2010,39034,1,0,1,0
"2375",5.2,"Texas",2009,37269,1,0,1,0
"2376",4.5,"Texas",2008,39946,1,0,1,0
"2377",4.7,"Texas",2007,37085,1,0,1,0
"2378",4.9,"Texas",2006,35630,1,0,1,0
"2379",5.4,"Texas",2005,33276,1,0,1,0
"2380",5.1,"Texas",2004,31195,1,0,1,0
"2381",5.7,"Texas",2003,30224,1,0,1,0
"2382",5.3,"Texas",2002,29524,1,0,1,0
"2383",5.8,"Texas",2001,29644,1,0,1,0
"2384",5.9,"Texas",2000,28383,1,0,1,0
"2385",6.1,"Texas",1999,26530,1,0,0,1
"2386",6,"Texas",1998,25556,1,0,0,1
"2387",6.5,"Texas",1997,23919,1,0,0,1
"2388",6.7,"Texas",1996,22397,1,0,0,1
"2389",6.6,"Texas",1995,21246,1,1,0,0
"2390",7.2,"Texas",1994,20287,1,1,0,0
"2391",7.6,"Texas",1993,19624,0,1,0,0
"2392",7,"Texas",1992,18956,0,1,0,0
"2393",6.6,"Texas",1991,17897,0,1,0,0
"2394",6.5,"Texas",1990,17455,0,1,0,0
"2395",7,"Texas",1989,16417,0,1,0,0
"2396",7.1,"Texas",1988,15494,0,1,0,0
"2397",6.6,"Texas",1987,14653,0,1,0,0
"2398",7.7,"Texas",1986,14427,0,1,0,0
"2399",7.5,"Texas",1985,14353,0,1,0,0
"2400",8,"Texas",1984,13546,0,1,0,0
"2401",9.9,"Texas",1983,12575,0,1,0,0
"2402",9.2,"Texas",1982,12102,0,1,0,0
"2403",8.6,"Texas",1981,11413,0,1,0,0
"2404",12.1,"Texas",1980,9983,0,1,0,0
"2405",12.5,"Texas",1979,8978,0,1,0,0
"2406",10.8,"Texas",1978,8023,0,1,0,0
"2407",12,"Texas",1977,7124,0,0,0,0
"2408",11.3,"Texas",1976,6528,0,0,0,0
"2409",11.1,"Texas",1975,5947,0,0,0,0
"2410",12.3,"Texas",1974,5342,0,0,0,0
"2411",11.9,"Texas",1973,4835,0,0,0,0
"2412",12.9,"Texas",1972,4352,0,0,0,0
"2413",13.3,"Texas",1971,4007,0,0,0,0
"2414",13.8,"Texas",1970,3782,0,0,0,0
"2415",13.5,"Texas",1969,3493,0,0,0,0
"2416",13.3,"Texas",1968,3203,0,0,0,0
"2417",13.1,"Texas",1967,2934,0,0,0,0
"2418",12.9,"Texas",1966,2713,0,0,0,0
"2419",13.2,"Texas",1965,2507,0,0,0,0
"2420",13.5,"Texas",1964,2354,0,0,0,0
"2421",4.1,"Utah",2018,46002,1,0,1,0
"2422",4,"Utah",2017,43400,1,0,1,0
"2423",4.6,"Utah",2016,41750,1,0,1,0
"2424",4,"Utah",2015,40459,1,0,1,0
"2425",3.7,"Utah",2014,38168,1,0,1,0
"2426",4,"Utah",2013,36511,1,0,1,0
"2427",5.1,"Utah",2012,36005,1,0,1,0
"2428",5.8,"Utah",2011,34190,1,0,1,0
"2429",6.6,"Utah",2010,32218,1,0,1,0
"2430",7,"Utah",2009,31858,1,0,1,0
"2431",5.8,"Utah",2008,33941,1,0,1,0
"2432",5.9,"Utah",2007,33165,1,0,1,0
"2433",5.4,"Utah",2006,31327,1,0,1,0
"2434",4.9,"Utah",2005,28927,1,0,1,0
"2435",5.8,"Utah",2004,27018,1,0,1,0
"2436",5.3,"Utah",2003,25792,1,0,1,0
"2437",6.3,"Utah",2002,25190,1,0,1,0
"2438",7,"Utah",2001,24925,1,0,1,0
"2439",7.5,"Utah",2000,24260,1,0,1,0
"2440",6.5,"Utah",1999,23081,1,0,1,0
"2441",6.8,"Utah",1998,22266,1,0,1,0
"2442",8.4,"Utah",1997,21288,1,0,1,0
"2443",8.5,"Utah",1996,20183,1,0,1,0
"2444",9.1,"Utah",1995,19019,1,0,1,0
"2445",9.8,"Utah",1994,17933,1,0,1,0
"2446",10.1,"Utah",1993,17115,1,0,1,0
"2447",9.7,"Utah",1992,16401,1,0,1,0
"2448",9.6,"Utah",1991,15656,1,0,1,0
"2449",9.5,"Utah",1990,15010,1,0,1,0
"2450",11,"Utah",1989,14050,1,0,1,0
"2451",12.4,"Utah",1988,13218,1,0,1,0
"2452",10.3,"Utah",1987,12511,1,0,1,0
"2453",10.7,"Utah",1986,12053,1,0,1,0
"2454",11.5,"Utah",1985,11607,1,0,1,0
"2455",13.4,"Utah",1984,10984,1,0,1,0
"2456",15.5,"Utah",1983,10116,1,0,1,0
"2457",18.1,"Utah",1982,9669,1,0,1,0
"2458",20.8,"Utah",1981,9167,1,0,1,0
"2459",18.3,"Utah",1980,8366,1,0,1,0
"2460",18,"Utah",1979,7748,1,0,1,0
"2461",17.7,"Utah",1978,7119,1,0,1,0
"2462",17.3,"Utah",1977,6412,1,0,0,0
"2463",17.9,"Utah",1976,5866,1,0,0,0
"2464",15.9,"Utah",1975,5341,1,0,0,0
"2465",18.9,"Utah",1974,4930,1,0,0,0
"2466",21.1,"Utah",1973,4520,1,0,0,0
"2467",25.5,"Utah",1972,4179,1,0,0,0
"2468",26.5,"Utah",1971,3855,1,0,0,0
"2469",27.6,"Utah",1970,3558,1,0,0,0
"2470",25.9,"Utah",1969,3254,1,0,0,0
"2471",24.3,"Utah",1968,3024,1,0,0,0
"2472",23.2,"Utah",1967,2849,1,0,0,0
"2473",22,"Utah",1966,2727,1,0,0,0
"2474",22.9,"Utah",1965,2599,1,0,0,0
"2475",23.8,"Utah",1964,2492,1,0,0,0
"2476",10.6,"Vermont",2018,52191,0,1,0,0
"2477",11.2,"Vermont",2017,50709,0,1,0,0
"2478",11.6,"Vermont",2016,49621,0,1,0,0
"2479",12.7,"Vermont",2015,48876,0,1,0,0
"2480",11.2,"Vermont",2014,47641,0,1,0,0
"2481",11.1,"Vermont",2013,45770,0,1,0,0
"2482",10.9,"Vermont",2012,45277,0,1,0,0
"2483",12.2,"Vermont",2011,43982,0,1,0,0
"2484",12,"Vermont",2010,41733,0,1,0,0
"2485",12.5,"Vermont",2009,40479,0,1,0,0
"2486",10.5,"Vermont",2008,41022,0,1,0,0
"2487",10.5,"Vermont",2007,38944,0,1,0,0
"2488",11.2,"Vermont",2006,37008,0,1,0,0
"2489",11,"Vermont",2005,34878,0,1,0,0
"2490",10,"Vermont",2004,34087,0,1,0,0
"2491",9.8,"Vermont",2003,32338,0,0,0,1
"2492",9.7,"Vermont",2002,31217,0,0,0,1
"2493",10.9,"Vermont",2001,30716,0,0,0,1
"2494",10.4,"Vermont",2000,29014,0,0,0,1
"2495",9.7,"Vermont",1999,26963,0,1,0,0
"2496",9.5,"Vermont",1998,25693,0,1,0,0
"2497",8.6,"Vermont",1997,23999,0,0,0,1
"2498",9.9,"Vermont",1996,22883,0,0,0,1
"2499",9.5,"Vermont",1995,21885,0,0,0,1
"2500",9.6,"Vermont",1994,20977,0,0,0,1
"2501",10.1,"Vermont",1993,20218,0,0,0,1
"2502",10.8,"Vermont",1992,19627,0,0,0,1
"2503",11.9,"Vermont",1991,18465,0,0,0,1
"2504",12.9,"Vermont",1990,18233,0,0,0,1
"2505",12.1,"Vermont",1989,17782,0,0,0,1
"2506",10.8,"Vermont",1988,16328,0,0,0,1
"2507",11.3,"Vermont",1987,15210,0,0,0,1
"2508",11.3,"Vermont",1986,14182,0,0,0,1
"2509",13.2,"Vermont",1985,13284,0,0,0,1
"2510",11.5,"Vermont",1984,12335,0,0,0,1
"2511",12.9,"Vermont",1983,11289,0,0,1,0
"2512",17.3,"Vermont",1982,10600,0,0,1,0
"2513",21.7,"Vermont",1981,9832,0,0,1,0
"2514",14.5,"Vermont",1980,8790,0,0,1,0
"2515",16,"Vermont",1979,7940,0,0,1,0
"2516",15.8,"Vermont",1978,7171,0,0,1,0
"2517",16.6,"Vermont",1977,6339,0,0,0,0
"2518",18.8,"Vermont",1976,5928,0,0,0,0
"2519",21,"Vermont",1975,5401,0,0,0,0
"2520",17.2,"Vermont",1974,4996,0,0,0,0
"2521",17.5,"Vermont",1973,4661,0,0,0,0
"2522",17.4,"Vermont",1972,4294,0,0,0,0
"2523",16.7,"Vermont",1971,3967,0,0,0,0
"2524",16,"Vermont",1970,3728,0,0,0,0
"2525",18.2,"Vermont",1969,3468,0,0,0,0
"2526",20.5,"Vermont",1968,3215,0,0,0,0
"2527",18.5,"Vermont",1967,2969,0,0,0,0
"2528",16.6,"Vermont",1966,2808,0,0,0,0
"2529",17.5,"Vermont",1965,2530,0,0,0,0
"2530",18.5,"Vermont",1964,2340,0,0,0,0
"2531",4.3,"Virginia",2018,56738,1,0,0,1
"2532",4.7,"Virginia",2017,54976,1,0,0,1
"2533",4.3,"Virginia",2016,53268,1,0,0,1
"2534",5.5,"Virginia",2015,52238,1,0,0,1
"2535",4.9,"Virginia",2014,50318,1,0,0,1
"2536",5,"Virginia",2013,48573,1,0,0,1
"2537",4.5,"Virginia",2012,49309,1,0,0,1
"2538",4.6,"Virginia",2011,47608,1,0,0,1
"2539",4.7,"Virginia",2010,45513,1,0,0,1
"2540",4.8,"Virginia",2009,44087,1,0,0,1
"2541",4.1,"Virginia",2008,45514,1,0,0,1
"2542",3.7,"Virginia",2007,44248,1,0,1,0
"2543",4.1,"Virginia",2006,42385,1,0,1,0
"2544",4.9,"Virginia",2005,40167,1,0,1,0
"2545",5.3,"Virginia",2004,38139,1,0,1,0
"2546",6.5,"Virginia",2003,36188,1,0,1,0
"2547",6.1,"Virginia",2002,34498,1,0,1,0
"2548",5.4,"Virginia",2001,34001,1,0,1,0
"2549",5.7,"Virginia",2000,32715,1,0,1,0
"2550",6.6,"Virginia",1999,30637,1,0,0,1
"2551",6.9,"Virginia",1998,28992,1,0,0,1
"2552",6.6,"Virginia",1997,27360,1,0,0,1
"2553",6.9,"Virginia",1996,25973,1,0,0,1
"2554",6.7,"Virginia",1995,25035,1,1,0,0
"2555",7.4,"Virginia",1994,24098,1,1,0,0
"2556",8.8,"Virginia",1993,23192,1,1,0,0
"2557",9.4,"Virginia",1992,22398,1,1,0,0
"2558",8.8,"Virginia",1991,21431,1,1,0,0
"2559",8.5,"Virginia",1990,20840,1,1,0,0
"2560",9.2,"Virginia",1989,20136,1,1,0,0
"2561",9.3,"Virginia",1988,18870,1,1,0,0
"2562",9.1,"Virginia",1987,17542,1,1,0,0
"2563",9,"Virginia",1986,16577,1,1,0,0
"2564",9.8,"Virginia",1985,15627,1,1,0,0
"2565",10.8,"Virginia",1984,14642,1,1,0,0
"2566",11.9,"Virginia",1983,13341,1,1,0,0
"2567",12.5,"Virginia",1982,12535,1,1,0,0
"2568",13.2,"Virginia",1981,11700,1,1,0,0
"2569",13.4,"Virginia",1980,10567,1,1,0,0
"2570",13.9,"Virginia",1979,9425,1,1,0,0
"2571",12.9,"Virginia",1978,8514,1,1,0,0
"2572",14.3,"Virginia",1977,7613,1,0,0,0
"2573",13.7,"Virginia",1976,6969,1,0,0,0
"2574",13.2,"Virginia",1975,6404,1,0,0,0
"2575",13.4,"Virginia",1974,5924,1,0,0,0
"2576",13.5,"Virginia",1973,5424,1,0,0,0
"2577",14.8,"Virginia",1972,4922,1,0,0,0
"2578",15.8,"Virginia",1971,4505,1,0,0,0
"2579",16.7,"Virginia",1970,4157,1,0,0,0
"2580",16.7,"Virginia",1969,3868,1,0,0,0
"2581",16.6,"Virginia",1968,3459,1,0,0,0
"2582",16.1,"Virginia",1967,3161,1,0,0,0
"2583",15.5,"Virginia",1966,2923,1,0,0,0
"2584",15.7,"Virginia",1965,2729,1,0,0,0
"2585",15.8,"Virginia",1964,2559,1,0,0,0
"2586",20.4,"Washington",2018,60178,0,0,0,0
"2587",19.3,"Washington",2017,57244,0,0,0,0
"2588",17.8,"Washington",2016,54918,0,0,0,0
"2589",17.2,"Washington",2015,53083,0,0,0,0
"2590",17.1,"Washington",2014,50890,0,0,0,0
"2591",19.2,"Washington",2013,47857,0,1,0,0
"2592",18.8,"Washington",2012,47320,0,1,0,0
"2593",19.3,"Washington",2011,44225,0,1,0,0
"2594",19.8,"Washington",2010,42348,0,1,0,0
"2595",20.6,"Washington",2009,41591,0,1,0,0
"2596",20.1,"Washington",2008,44241,0,1,0,0
"2597",20.4,"Washington",2007,42819,0,1,0,0
"2598",20.1,"Washington",2006,40027,0,1,0,0
"2599",19.3,"Washington",2005,37384,0,1,0,0
"2600",19.6,"Washington",2004,36378,0,1,0,0
"2601",19.9,"Washington",2003,34253,0,0,0,1
"2602",19,"Washington",2002,33212,0,0,0,1
"2603",18.8,"Washington",2001,33084,0,0,0,1
"2604",18.5,"Washington",2000,32723,0,0,0,1
"2605",21.1,"Washington",1999,30958,0,0,0,1
"2606",21.8,"Washington",1998,29513,0,0,0,1
"2607",21,"Washington",1997,27405,0,0,0,1
"2608",20.3,"Washington",1996,25898,0,0,0,1
"2609",21.3,"Washington",1995,24475,0,0,0,1
"2610",22.3,"Washington",1994,23600,0,0,0,1
"2611",24.2,"Washington",1993,22860,0,1,0,0
"2612",23.7,"Washington",1992,22237,0,1,0,0
"2613",23.2,"Washington",1991,21129,0,0,0,1
"2614",23.1,"Washington",1990,20222,0,0,0,1
"2615",23.4,"Washington",1989,19028,0,0,0,1
"2616",24.6,"Washington",1988,17613,0,0,0,1
"2617",23.9,"Washington",1987,16556,0,1,0,0
"2618",27,"Washington",1986,15917,0,1,0,0
"2619",25.6,"Washington",1985,15085,0,1,0,0
"2620",26.3,"Washington",1984,14373,0,1,0,0
"2621",28.1,"Washington",1983,13553,0,1,0,0
"2622",29.8,"Washington",1982,12769,0,1,0,0
"2623",31.5,"Washington",1981,12133,0,0,1,0
"2624",32.9,"Washington",1980,11130,0,0,1,0
"2625",34.7,"Washington",1979,10156,0,0,0,1
"2626",33.3,"Washington",1978,9101,0,0,0,1
"2627",31.7,"Washington",1977,8062,0,0,0,0
"2628",36.4,"Washington",1976,7424,0,0,0,0
"2629",36.5,"Washington",1975,6831,0,0,0,0
"2630",36.6,"Washington",1974,6152,0,0,0,0
"2631",35.6,"Washington",1973,5532,0,0,0,0
"2632",38.7,"Washington",1972,4955,0,0,0,0
"2633",39.7,"Washington",1971,4595,0,0,0,0
"2634",40.7,"Washington",1970,4400,0,0,0,0
"2635",41.3,"Washington",1969,4258,0,0,0,0
"2636",41.8,"Washington",1968,3986,0,0,0,0
"2637",41.3,"Washington",1967,3689,0,0,0,0
"2638",40.8,"Washington",1966,3498,0,0,0,0
"2639",42.7,"Washington",1965,3190,0,0,0,0
"2640",44.5,"Washington",1964,2968,0,0,0,0
"2641",10.1,"West Virginia",2018,0,1,1,0,0
"2642",11.1,"West Virginia",2017,0,1,1,0,0
"2643",11.9,"West Virginia",2016,0,0,1,0,0
"2644",12.6,"West Virginia",2015,0,0,1,0,0
"2645",10.6,"West Virginia",2014,0,0,1,0,0
"2646",12.8,"West Virginia",2013,0,0,1,0,0
"2647",12,"West Virginia",2012,0,0,1,0,0
"2648",13.9,"West Virginia",2011,0,0,1,0,0
"2649",14.8,"West Virginia",2010,0,0,1,0,0
"2650",13.9,"West Virginia",2009,0,0,1,0,0
"2651",13.8,"West Virginia",2008,0,0,1,0,0
"2652",13.4,"West Virginia",2007,0,0,1,0,0
"2653",14.3,"West Virginia",2006,0,0,1,0,0
"2654",14.4,"West Virginia",2005,0,0,1,0,0
"2655",14.3,"West Virginia",2004,0,0,1,0,0
"2656",13.1,"West Virginia",2003,0,0,1,0,0
"2657",13.3,"West Virginia",2002,0,0,1,0,0
"2658",14.7,"West Virginia",2001,0,0,1,0,0
"2659",14.4,"West Virginia",2000,0,0,1,0,0
"2660",15.3,"West Virginia",1999,0,0,1,0,0
"2661",12.5,"West Virginia",1998,0,0,1,0,0
"2662",15.7,"West Virginia",1997,0,0,1,0,0
"2663",15.8,"West Virginia",1996,0,0,1,0,0
"2664",16.4,"West Virginia",1995,0,0,1,0,0
"2665",17.7,"West Virginia",1994,0,0,1,0,0
"2666",17.7,"West Virginia",1993,0,0,1,0,0
"2667",18.6,"West Virginia",1992,0,0,1,0,0
"2668",19.5,"West Virginia",1991,0,0,1,0,0
"2669",19.3,"West Virginia",1990,0,0,1,0,0
"2670",19.6,"West Virginia",1989,0,0,1,0,0
"2671",20.2,"West Virginia",1988,0,0,1,0,0
"2672",21.9,"West Virginia",1987,0,0,1,0,0
"2673",20.7,"West Virginia",1986,0,0,1,0,0
"2674",22.8,"West Virginia",1985,0,0,1,0,0
"2675",24.1,"West Virginia",1984,0,0,1,0,0
"2676",25.4,"West Virginia",1983,0,0,1,0,0
"2677",31.9,"West Virginia",1982,0,0,1,0,0
"2678",38.3,"West Virginia",1981,0,0,1,0,0
"2679",32.4,"West Virginia",1980,0,0,1,0,0
"2680",30.6,"West Virginia",1979,0,0,1,0,0
"2681",27.9,"West Virginia",1978,0,0,1,0,0
"2682",32,"West Virginia",1977,0,0,0,0,0
"2683",32.8,"West Virginia",1976,0,0,0,0,0
"2684",31.6,"West Virginia",1975,0,0,0,0,0
"2685",32.1,"West Virginia",1974,0,0,0,0,0
"2686",32.4,"West Virginia",1973,0,0,0,0,0
"2687",33.5,"West Virginia",1972,0,0,0,0,0
"2688",34.2,"West Virginia",1971,0,0,0,0,0
"2689",34.9,"West Virginia",1970,0,0,0,0,0
"2690",34.5,"West Virginia",1969,0,0,0,0,0
"2691",34.2,"West Virginia",1968,0,0,0,0,0
"2692",34.9,"West Virginia",1967,0,0,0,0,0
"2693",35.7,"West Virginia",1966,0,0,0,0,0
"2694",36.1,"West Virginia",1965,0,0,0,0,0
"2695",36.5,"West Virginia",1964,0,0,0,0,0
"2696",8.2,"Wisconsin",2018,50818,1,0,1,0
"2697",8.4,"Wisconsin",2017,48741,1,0,1,0
"2698",8.2,"Wisconsin",2016,47205,1,0,1,0
"2699",8.4,"Wisconsin",2015,46548,0,0,1,0
"2700",11.6,"Wisconsin",2014,44709,0,0,1,0
"2701",12.4,"Wisconsin",2013,43050,0,0,1,0
"2702",11.4,"Wisconsin",2012,42944,0,0,1,0
"2703",13.5,"Wisconsin",2011,41209,0,1,0,0
"2704",14.3,"Wisconsin",2010,39175,0,1,0,0
"2705",15.4,"Wisconsin",2009,38182,0,1,0,0
"2706",15.1,"Wisconsin",2008,39055,0,1,0,0
"2707",14.4,"Wisconsin",2007,37816,0,0,0,1
"2708",15,"Wisconsin",2006,36338,0,0,0,1
"2709",16.2,"Wisconsin",2005,34447,0,0,1,0
"2710",16.1,"Wisconsin",2004,33424,0,0,1,0
"2711",16,"Wisconsin",2003,32148,0,0,1,0
"2712",15.8,"Wisconsin",2002,31425,0,0,1,0
"2713",16.6,"Wisconsin",2001,30841,0,0,0,1
"2714",17.9,"Wisconsin",2000,29556,0,0,0,1
"2715",18.2,"Wisconsin",1999,27933,0,0,0,1
"2716",18.9,"Wisconsin",1998,27031,0,0,0,1
"2717",19.1,"Wisconsin",1997,25429,0,0,0,1
"2718",19.2,"Wisconsin",1996,24129,0,0,0,1
"2719",17.8,"Wisconsin",1995,23015,0,0,0,1
"2720",18.6,"Wisconsin",1994,22088,0,0,0,1
"2721",19.8,"Wisconsin",1993,20986,0,1,0,0
"2722",20.3,"Wisconsin",1992,20179,0,1,0,0
"2723",21.1,"Wisconsin",1991,18936,0,1,0,0
"2724",20.9,"Wisconsin",1990,18438,0,1,0,0
"2725",21.1,"Wisconsin",1989,17612,0,1,0,0
"2726",22.2,"Wisconsin",1988,16269,0,1,0,0
"2727",21.9,"Wisconsin",1987,15445,0,1,0,0
"2728",23.2,"Wisconsin",1986,14702,0,1,0,0
"2729",22.8,"Wisconsin",1985,13960,0,1,0,0
"2730",25,"Wisconsin",1984,13285,0,1,0,0
"2731",24.2,"Wisconsin",1983,12114,0,1,0,0
"2732",24.4,"Wisconsin",1982,11517,0,1,0,0
"2733",24.5,"Wisconsin",1981,10920,0,1,0,0
"2734",26.5,"Wisconsin",1980,10034,0,1,0,0
"2735",29.3,"Wisconsin",1979,9172,0,1,0,0
"2736",26.3,"Wisconsin",1978,8249,0,1,0,0
"2737",32.6,"Wisconsin",1977,7416,0,0,0,0
"2738",30,"Wisconsin",1976,6676,0,0,0,0
"2739",29.6,"Wisconsin",1975,6099,0,0,0,0
"2740",31.1,"Wisconsin",1974,5605,0,0,0,0
"2741",32.9,"Wisconsin",1973,5125,0,0,0,0
"2742",30.1,"Wisconsin",1972,4609,0,0,0,0
"2743",31.1,"Wisconsin",1971,4251,0,0,0,0
"2744",32.1,"Wisconsin",1970,3988,0,0,0,0
"2745",32.4,"Wisconsin",1969,3752,0,0,0,0
"2746",32.7,"Wisconsin",1968,3428,0,0,0,0
"2747",32.7,"Wisconsin",1967,3161,0,0,0,0
"2748",32.7,"Wisconsin",1966,3016,0,0,0,0
"2749",33.3,"Wisconsin",1965,2788,0,0,0,0
"2750",34,"Wisconsin",1964,2619,0,0,0,0
"2751",6.6,"Wyoming",2018,60353,1,0,1,0
"2752",6.1,"Wyoming",2017,57126,1,0,1,0
"2753",6.4,"Wyoming",2016,54827,1,0,1,0
"2754",7.3,"Wyoming",2015,57846,1,0,1,0
"2755",6.8,"Wyoming",2014,57749,1,0,1,0
"2756",5.7,"Wyoming",2013,53776,1,0,1,0
"2757",6.9,"Wyoming",2012,54213,1,0,1,0
"2758",7.3,"Wyoming",2011,50783,1,0,1,0
"2759",7.4,"Wyoming",2010,46649,1,0,1,0
"2760",7.9,"Wyoming",2009,44564,1,0,1,0
"2761",8,"Wyoming",2008,49746,1,0,1,0
"2762",8.1,"Wyoming",2007,46278,1,0,1,0
"2763",8.4,"Wyoming",2006,44492,1,0,1,0
"2764",8.1,"Wyoming",2005,39385,1,0,1,0
"2765",8.2,"Wyoming",2004,36065,1,0,1,0
"2766",8,"Wyoming",2003,33686,1,0,1,0
"2767",7.9,"Wyoming",2002,31854,1,0,1,0
"2768",9.3,"Wyoming",2001,31347,1,0,1,0
"2769",8.5,"Wyoming",2000,29607,1,0,1,0
"2770",9.4,"Wyoming",1999,27518,1,0,1,0
"2771",9.8,"Wyoming",1998,25755,1,0,1,0
"2772",9.5,"Wyoming",1997,24282,1,0,1,0
"2773",10,"Wyoming",1996,22693,1,0,1,0
"2774",11.5,"Wyoming",1995,21818,1,0,1,0
"2775",11.7,"Wyoming",1994,21034,1,0,1,0
"2776",11.2,"Wyoming",1993,20419,1,0,1,0
"2777",12.4,"Wyoming",1992,19583,1,0,1,0
"2778",12.7,"Wyoming",1991,18818,1,0,1,0
"2779",13.9,"Wyoming",1990,18147,1,0,1,0
"2780",13.1,"Wyoming",1989,16673,1,0,1,0
"2781",13.6,"Wyoming",1988,15056,1,0,1,0
"2782",14,"Wyoming",1987,14392,1,0,1,0
"2783",12,"Wyoming",1986,14387,1,0,1,0
"2784",14.1,"Wyoming",1985,14330,1,0,1,0
"2785",15.7,"Wyoming",1984,13581,1,0,1,0
"2786",14.3,"Wyoming",1983,12870,1,0,1,0
"2787",16.9,"Wyoming",1982,13066,1,0,1,0
"2788",19.6,"Wyoming",1981,12812,1,0,1,0
"2789",17.9,"Wyoming",1980,11612,1,0,1,0
"2790",20.8,"Wyoming",1979,10437,1,0,1,0
"2791",16.8,"Wyoming",1978,9361,1,0,1,0
"2792",15.9,"Wyoming",1977,8203,1,0,0,0
"2793",17.7,"Wyoming",1976,7309,1,0,0,0
"2794",15.8,"Wyoming",1975,6853,1,0,0,0
"2795",18.7,"Wyoming",1974,6317,1,0,0,0
"2796",20.9,"Wyoming",1973,5571,1,0,0,0
"2797",20.2,"Wyoming",1972,4856,1,0,0,0
"2798",19.5,"Wyoming",1971,4404,1,0,0,0
"2799",18.9,"Wyoming",1970,4038,1,0,0,0
"2800",19.9,"Wyoming",1969,3704,1,0,0,0
"2801",20.9,"Wyoming",1968,3375,1,0,0,0
"2802",21.5,"Wyoming",1967,3184,1,0,0,0
"2803",22.1,"Wyoming",1966,2967,1,0,0,0
"2804",21.6,"Wyoming",1965,2818,1,0,0,0
"2805",21,"Wyoming",1964,2673,1,0,0,0
